County,location,year,building_starts,cost_ratio,overall_homeless,homeless_percapita,govt_spend,rc_project,total_units,rc_units,rc_status
Multnomah,Portland,,,,,,,2124 N WILLIAMS AVE,61,61,IN DEVELOPMENT
Multnomah,Portland,,,,,,,5931 SE 92ND AVE,145,126,ACTIVE
Multnomah,Portland,,,,,,,1488 NE ALBERTA ST,11,10,ACTIVE
Multnomah,Portland,,,,,,,1484 NE ALBERTA ST,11,11,ACTIVE
Multnomah,Portland,,,,,,,2727 SE ALDER ST,30,14,ACTIVE
Multnomah,Portland,,,,,,,1132 SW 13TH AVE,30,30,ACTIVE
Multnomah,Portland,,,,,,,323 NW 4TH AVE,156,156,ACTIVE
Multnomah,Portland,,,,,,,13130 SE POWELL BLVD,20,20,ACTIVE
Multnomah,Portland,,,,,,,2055-57 2061 SW Park Ave,91,91,IN DEVELOPMENT
Multnomah,Portland,,,,,,,315 N ALBERTA ST,88,86,ACTIVE
Multnomah,Portland,,,,,,,731 SW SALMON ST,162,162,ACTIVE
Multnomah,Portland,,,,,,,10914 SE STARK ST,59,59,ACTIVE
Multnomah,Portland,,,,,,,4619 N MICHIGAN AVE,63,63,ACTIVE
Multnomah,Portland,,,,,,,5204 N INTERSTATE AVE,54,54,ACTIVE
Multnomah,Portland,,,,,,,9632 N CLARENDON AVE,230,225,ACTIVE
Multnomah,Portland,,,,,,,5319 NE 24TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,2835 SE 47TH AVE,70,70,ACTIVE
Multnomah,Portland,,,,,,,920 NW KEARNEY ST,199,199,ACTIVE
Multnomah,Portland,,,,,,,1530 SW 13TH AVE,92,92,ACTIVE
Multnomah,Portland,,,,,,,8660 N COLUMBIA BLVD,164,164,ACTIVE
Multnomah,Portland,,,,,,,12025 SE PINE ST,24,24,ACTIVE
Multnomah,Portland,,,,,,,110 SE 188TH AVE,47,47,ACTIVE
Multnomah,Portland,,,,,,,110 SE 188TH AVE,13,13,ACTIVE
Multnomah,Portland,,,,,,,220 SE 106TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,7511 SE HENRY ST,18,31,ACTIVE
Multnomah,Portland,,,,,,,10809 NE FREMONT ST,6,6,ACTIVE
Multnomah,Portland,,,,,,,5802 N MICHIGAN AVE,68,68,ACTIVE
Multnomah,Portland,,,,,,,TBD,1,1,ACTIVE
Multnomah,Portland,,,,,,,4775 N Lombard St,20,20,IN DEVELOPMENT
Multnomah,Portland,,,,,,,2101 SE POWELL BLVD,20,20,ACTIVE
Multnomah,Portland,,,,,,,13320 SE POWELL BLVD,47,47,ACTIVE
Multnomah,Portland,,,,,,,13320 SE POWELL BLVD,20,20,ACTIVE
Multnomah,Portland,,,,,,,4312 N INTERSTATE AVE,155,31,ACTIVE
Multnomah,Portland,,,,,,,5802 NE PRESCOTT ST,20,19,ACTIVE
Multnomah,Portland,,,,,,,5725 NE PRESCOTT ST,50,48,ACTIVE
Multnomah,Portland,,,,,,,3510 SE 118TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,5921 E BURNSIDE ST,40,39,ACTIVE
Multnomah,Portland,,,,,,,4938 NE 15TH AVE,11,9,ACTIVE
Multnomah,Portland,,,,,,,4071 N MISSISSIPPI AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,1350 NW RALEIGH ST,138,138,ACTIVE
Multnomah,Portland,,,,,,,332 SE 148TH AVE,36,8,ACTIVE
Multnomah,Portland,,,,,,,2133 N ARGYLE ST,189,189,IN DEVELOPMENT
Multnomah,Portland,,,,,,,8940 SE REEDWAY ST,24,24,ACTIVE
Multnomah,Portland,,,,,,,14708 NE GLISAN ST,60,60,IN DEVELOPMENT
Multnomah,Portland,,,,,,,14708 NE GLISAN ST,44,44,IN DEVELOPMENT
Multnomah,Portland,,,,,,,8 NW 8TH AVE,180,180,ACTIVE
Multnomah,Portland,,,,,,,4147 SE DIVISION ST,21,18,ACTIVE
Multnomah,Portland,,,,,,,8870 N COLUMBIA BLVD,97,97,ACTIVE
Multnomah,Portland,,,,,,,1225 SE BELMONT ST,90,90,ACTIVE
Multnomah,Portland,,,,,,,2095 SW RIVER PARKWAY,375,203,IN DEVELOPMENT
Multnomah,Portland,,,,,,,2065 SW River Parkway,178,178,IN DEVELOPMENT
Multnomah,Portland,,,,,,,19045 SE YAMHILL ST,36,36,ACTIVE
Multnomah,Portland,,,,,,,19100 E BURNSIDE ST,195,195,ACTIVE
Multnomah,Portland,,,,,,,9750 NE EVERETT CT,90,36,ACTIVE
Multnomah,Portland,,,,,,,631 SE TAYLOR ST,58,58,ACTIVE
Multnomah,Portland,,,,,,,6819 NE SANDY BLVD,55,52,ACTIVE
Multnomah,Portland,,,,,,,(UNKNOWN),4,4,ACTIVE
Multnomah,Portland,,,,,,,1430 SW 12TH AVE,235,233,ACTIVE
Multnomah,Portland,,,,,,,913 NE ROSELAWN ST,8,3,ACTIVE
Multnomah,Portland,,,,,,,424 NW 21ST AVE,31,30,ACTIVE
Multnomah,Portland,,,,,,,4721 NE KILLINGSWORTH ST,4,4,ACTIVE
Multnomah,Portland,,,,,,,597 N DEKUM ST,100,18,ACTIVE
Multnomah,Portland,,,,,,,621 N SARATOGA ST,18,18,ACTIVE
Multnomah,Portland,,,,,,,1218 SW WASHINGTON ST,76,76,ACTIVE
Multnomah,Portland,,,,,,,4810 NE SANDY BLVD,35,35,ACTIVE
Multnomah,Portland,,,,,,,310 NW FLANDERS ST,50,50,ACTIVE
Multnomah,Portland,,,,,,,76 NE RUSSET ST,5,5,ACTIVE
Multnomah,Portland,,,,,,,6005 SW BEAVERTON HILLSDALE HWY,73,73,ACTIVE
Multnomah,Portland,,,,,,,6923 N FESSENDEN ST,5,5,ACTIVE
Multnomah,Portland,,,,,,,3911 SE MILWAUKIE AVE,68,66,ACTIVE
Multnomah,Portland,,,,,,,11401 NE SANDY BLVD,15,14,ACTIVE
Multnomah,Portland,,,,,,,37 NE 127TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,2503 SE 76TH AVE,7,7,ACTIVE
Multnomah,Portland,,,,,,,219 NE SHAVER ST,14,14,ACTIVE
Multnomah,Portland,,,,,,,4009 NE 133RD AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,5317 NE 24TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,9326 SE SCHILLER ST,26,24,ACTIVE
Multnomah,Portland,,,,,,,13223 SE POWELL BLVD,42,42,ACTIVE
Multnomah,Portland,,,,,,,3000 SE Powell Blvd,206,206,IN DEVELOPMENT
Multnomah,Portland,,,,,,,247 SE 160TH AVE,62,61,ACTIVE
Multnomah,Portland,,,,,,,375 NE SHAVER ST,85,84,ACTIVE
Multnomah,Portland,,,,,,,123 W BURNSIDE ST,62,62,ACTIVE
Multnomah,Portland,,,,,,,1865 NE DAVIS ST,76,75,ACTIVE
Multnomah,Portland,,,,,,,1115 NW NORTHRUP ST,209,202,ACTIVE
Multnomah,Portland,,,,,,,1101 SW JEFFERSON ST,196,39,ACTIVE
Multnomah,Portland,,,,,,,4702 SW SLAVIN RD,24,24,ACTIVE
Multnomah,Portland,,,,,,,5312 SE 148TH,27,27,ACTIVE
Multnomah,Portland,,,,,,,2505 NE Pacific St,219,219,IN DEVELOPMENT
Multnomah,Portland,,,,,,,650 SE 162ND AVE,72,72,ACTIVE
Multnomah,Portland,,,,,,,6430 SE 128TH AVE,36,35,ACTIVE
Multnomah,Portland,,,,,,,1177 SE STARK ST,106,106,ACTIVE
Multnomah,Portland,,,,,,,1432 SW 13TH AVE,195,195,ACTIVE
Multnomah,Portland,,,,,,,3560 SE 79TH AVE,127,106,ACTIVE
Multnomah,Portland,,,,,,,1024 SW MAIN ST,132,132,ACTIVE
Multnomah,Portland,,,,,,,1312 SW 10TH AVE,122,122,ACTIVE
Multnomah,Portland,,,,,,,7715 SE 92ND AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,737 SW 17TH AVE,115,115,ACTIVE
Multnomah,Portland,,,,,,,12613 SE STARK ST,153,153,ACTIVE
Multnomah,Portland,,,,,,,12727 SE STARK ST,60,60,ACTIVE
Multnomah,Portland,,,,,,,304 SE 162ND AVE,44,44,ACTIVE
Multnomah,Portland,,,,,,,1020 NW 9TH AVE,176,176,ACTIVE
Multnomah,Portland,,,,,,,6719 SW 26TH AVE,75,75,ACTIVE
Multnomah,Portland,,,,,,,6775 SW 26TH AVE,50,47,ACTIVE
Multnomah,Portland,,,,,,,7810 SE FOSTER RD,50,50,ACTIVE
Multnomah,Portland,,,,,,,5728 NE PRESCOTT ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,326 SE 76TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,8018 SE TAGGART ST,24,23,ACTIVE
Multnomah,Portland,,,,,,,1330 SE TAYLOR ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,2405 SE UMATILLA ST,94,93,ACTIVE
Multnomah,Portland,,,,,,,322 SW 11TH AVE,66,66,IN DEVELOPMENT
Multnomah,Portland,,,,,,,NW 18TH AVE AND NW HOYT ST,146,144,IN DEVELOPMENT
Multnomah,Portland,,,,,,,4110 NE TILLAMOOK ST,47,10,ACTIVE
Multnomah,Portland,,,,,,,610 SW 17th Ave,214,214,IN DEVELOPMENT
Multnomah,Portland,,,,,,,5135 SE 73RD AVE,16,15,ACTIVE
Multnomah,Portland,,,,,,,7622 N GLOUCESTER AVE,34,34,ACTIVE
Multnomah,Portland,,,,,,,7602-7630 N Gloucester Avenue,57,57,IN DEVELOPMENT
Multnomah,Portland,,,,,,,3001 SE 136TH AVE,32,31,ACTIVE
Multnomah,Portland,,,,,,,10413 E Burnside,211,211,IN DEVELOPMENT
Multnomah,Portland,,,,,,,4720 N TRENTON ST,66,65,ACTIVE
Multnomah,Portland,,,,,,,639 SW 257TH AVE,228,228,ACTIVE
Multnomah,Portland,,,,,,,8455 SW 30TH AVE,20,19,ACTIVE
Multnomah,Portland,,,,,,,(UNKNOWN),24,24,ACTIVE
Multnomah,Portland,,,,,,,2500 N WILLIAMS AVE,80,80,ACTIVE
Multnomah,Portland,,,,,,,2650 NW UPSHUR ST,30,29,ACTIVE
Multnomah,Portland,,,,,,,712 SW ST CLAIR AVE,72,71,ACTIVE
Multnomah,Portland,,,,,,,10 N RUSSELL ST,24,24,ACTIVE
Multnomah,Portland,,,,,,,12439-12529 SE Powell Boulevard,166,166,IN DEVELOPMENT
Multnomah,Portland,,,,,,,1825 SW VERMONT ST,15,14,ACTIVE
Multnomah,Portland,,,,,,,2255 W BURNSIDE ST,62,61,ACTIVE
Multnomah,Portland,,,,,,,6706 NE KILLINGSWORTH ST,133,118,ACTIVE
Multnomah,Portland,,,,,,,6444 NE KILLINGSWORTH ST,28,28,ACTIVE
Multnomah,Portland,,,,,,,3131 SW MARIGOLD ST,56,55,ACTIVE
Multnomah,Portland,,,,,,,15230 NE SANDY BLVD,35,35,ACTIVE
Multnomah,Portland,,,,,,,5000 NE KILLINGSWORTH ST,71,70,ACTIVE
Multnomah,Portland,,,,,,,5272 NE 6TH AVE,38,38,ACTIVE
Multnomah,Portland,,,,,,,6388 SW CAPITOL HWY,51,50,ACTIVE
Multnomah,Portland,,,,,,,1529 NE 21ST AVE,51,50,ACTIVE
Multnomah,Portland,,,,,,,17257 E BURNSIDE ST,27,26,ACTIVE
Multnomah,Portland,,,,,,,6404 SE 23RD AVE,301,167,ACTIVE
Multnomah,Portland,,,,,,,6404 SE 23RD AVE,50,50,ACTIVE
Multnomah,Portland,,,,,,,222 SW PINE ST,113,113,ACTIVE
Multnomah,Portland,,,,,,,4327 N WILLIAMS AVE,75,15,ACTIVE
Multnomah,Portland,,,,,,,11625 SE BOISE ST,58,58,ACTIVE
Multnomah,Portland,,,,,,,8002 SE DUKE ST,4,4,ACTIVE
Multnomah,Portland,,,,,,,7001 SE WOODSTOCK BLVD,2,2,ACTIVE
Multnomah,Portland,,,,,,,5800 SE 91ST AVE,65,16,ACTIVE
Multnomah,Portland,,,,,,,4808 NE 8TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,815 NW NAITO PKWY,158,158,ACTIVE
Multnomah,Portland,,,,,,,945 NW NAITO PKWY,321,128,ACTIVE
Multnomah,Portland,,,,,,,615 NW NAITO PKWY,80,79,ACTIVE
Multnomah,Portland,,,,,,,701 NW NAITO PKWY,56,18,ACTIVE
Marion,Salem,,,,,,,1560 BRUSH COLLEGE RD NW,22,22,ACTIVE
Marion,Salem,,,,,,,1260 ORCHARD HEIGHTS RD NW,30,30,ACTIVE
Marion,Salem,,,,,,,1947 Salem DALLAS HWY NW,100,100,ACTIVE
Marion,Salem,,,,,,,375 TAYBIN RD NW,160,160,ACTIVE
Multnomah,Portland,,,,,,,16050 NW LAIDLAW RD,208,208,ACTIVE
Multnomah,Portland,,,,,,,16050 NW LAIDLAW RD,132,132,ACTIVE
Multnomah,Portland,,,,,,,12450 NW BARNES RD,608,608,ACTIVE
Multnomah,Portland,,,,,,,18476 NW CHEMEKETA LN,276,276,ACTIVE
