CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,ReportDate,OffenseCount,Year
Property,Downtown,12/2/21,2020,Motor Vehicle Theft,Motor Vehicle Theft,12/2/21,1,2021
Person,Downtown,1/15/21,2330,Assault Offenses,Simple Assault,1/15/21,1,2021
Person,Downtown,2/3/21,2142,Assault Offenses,Simple Assault,2/3/21,2,2021
Property,Downtown,2/11/21,1406,Fraud Offenses,Identity Theft,2/11/21,1,2021
Person,Downtown,3/12/21,1719,Assault Offenses,Simple Assault,3/12/21,1,2021
Property,Downtown,4/14/21,1200,Larceny Offenses,All Other Larceny,4/21/21,1,2021
Person,Downtown,4/23/21,0105,Assault Offenses,Simple Assault,4/23/21,1,2021
Person,Downtown,4/27/21,1428,Assault Offenses,Simple Assault,4/27/21,1,2021
Person,Downtown,4/21/21,1200,Assault Offenses,Aggravated Assault,5/10/21,1,2021
Person,Downtown,6/15/21,1850,Assault Offenses,Simple Assault,6/15/21,1,2021
Person,Downtown,6/20/21,1349,Assault Offenses,Aggravated Assault,6/20/21,2,2021
Person,Downtown,6/23/21,1455,Assault Offenses,Simple Assault,6/23/21,1,2021
Person,Downtown,10/7/21,2251,Assault Offenses,Simple Assault,10/7/21,1,2021
Property,Downtown,10/31/21,2014,Vandalism,Vandalism,10/31/21,1,2021
Person,Downtown,11/2/21,0353,Assault Offenses,Simple Assault,11/2/21,1,2021
Person,Downtown,12/3/21,1628,Assault Offenses,Simple Assault,12/3/21,1,2021
Person,Downtown,12/16/21,1328,Assault Offenses,Simple Assault,12/16/21,1,2021
Property,Downtown,9/24/21,0000,Larceny Offenses,Theft From Building,9/24/21,1,2021
Property,Downtown,3/9/21,0411,Burglary,Burglary,3/9/21,1,2021
Property,Downtown,12/18/21,1433,Vandalism,Vandalism,12/20/21,1,2021
Property,Downtown,12/16/21,1650,Larceny Offenses,Shoplifting,12/21/21,1,2021
Property,Downtown,5/4/21,0200,Larceny Offenses,Theft From Motor Vehicle,5/4/21,1,2021
Person,Downtown,2/25/21,0015,Assault Offenses,Aggravated Assault,2/25/21,1,2021
Property,Downtown,5/25/21,1346,Larceny Offenses,All Other Larceny,5/25/21,1,2021
Property,Downtown,5/25/21,1346,Vandalism,Vandalism,5/25/21,1,2021
Property,Downtown,12/24/20,1410,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1/7/21,1,2021
Property,Downtown,5/25/21,1205,Fraud Offenses,Identity Theft,5/25/21,1,2021
Property,Downtown,6/6/21,0500,Larceny Offenses,Theft From Motor Vehicle,6/6/21,1,2021
Property,Downtown,6/6/21,0500,Motor Vehicle Theft,Motor Vehicle Theft,6/6/21,1,2021
Person,Downtown,6/7/21,0955,Assault Offenses,Simple Assault,6/7/21,1,2021
Property,Downtown,7/15/21,1921,Burglary,Burglary,7/15/21,1,2021
Property,Downtown,11/10/21,1700,Motor Vehicle Theft,Motor Vehicle Theft,11/14/21,1,2021
Property,Downtown,6/30/21,0840,Robbery,Robbery,6/30/21,1,2021
Property,Downtown,12/26/21,0030,Larceny Offenses,Theft From Motor Vehicle,12/26/21,1,2021
Property,Downtown,2/14/21,2035,Burglary,Burglary,2/14/21,1,2021
Property,Downtown,3/23/21,0558,Burglary,Burglary,3/23/21,1,2021
Property,Downtown,4/3/21,2015,Larceny Offenses,Theft From Motor Vehicle,4/4/21,1,2021
Property,Downtown,5/1/21,2205,Larceny Offenses,Shoplifting,5/1/21,1,2021
Property,Downtown,5/3/21,0041,Vandalism,Vandalism,5/3/21,1,2021
Person,Downtown,5/15/21,0938,Assault Offenses,Aggravated Assault,5/15/21,1,2021
Property,Downtown,5/15/21,0938,Vandalism,Vandalism,5/15/21,1,2021
Property,Downtown,8/16/21,1523,Larceny Offenses,Theft From Building,8/16/21,1,2021
Person,Downtown,9/3/21,2326,Assault Offenses,Simple Assault,9/3/21,1,2021
Property,Downtown,10/7/21,1245,Vandalism,Vandalism,10/7/21,1,2021
Property,Downtown,12/3/21,0845,Burglary,Burglary,12/3/21,1,2021
Property,Downtown,3/6/21,2100,Larceny Offenses,Theft From Motor Vehicle,3/22/21,1,2021
Property,Downtown,10/11/21,1715,Larceny Offenses,Shoplifting,10/12/21,1,2021
Property,Downtown,10/13/21,2200,Vandalism,Vandalism,10/15/21,1,2021
Property,Downtown,6/1/21,1240,Vandalism,Vandalism,6/1/21,1,2021
Property,Downtown,8/16/21,1900,Motor Vehicle Theft,Motor Vehicle Theft,8/17/21,1,2021
Property,Downtown,10/21/21,0237,Burglary,Burglary,10/21/21,1,2021
Person,Downtown,11/15/21,1056,Assault Offenses,Simple Assault,11/19/21,1,2021
Property,Downtown,3/1/21,1045,Larceny Offenses,Theft From Motor Vehicle,3/2/21,1,2021
Property,Downtown,11/28/21,1130,Larceny Offenses,Shoplifting,11/28/21,1,2021
Property,Downtown,3/9/21,1900,Vandalism,Vandalism,3/10/21,1,2021
Property,Downtown,5/1/21,2005,Counterfeiting/Forgery,Counterfeiting/Forgery,5/1/21,1,2021
Property,Downtown,5/1/21,2005,Fraud Offenses,Identity Theft,5/1/21,1,2021
Property,Downtown,7/24/21,1600,Larceny Offenses,Theft From Building,7/27/21,1,2021
Person,Downtown,8/26/21,1824,Assault Offenses,Aggravated Assault,8/26/21,1,2021
Property,Downtown,9/4/21,0115,Larceny Offenses,All Other Larceny,9/4/21,1,2021
Property,Downtown,3/12/21,1704,Larceny Offenses,Theft From Motor Vehicle,3/12/21,1,2021
Property,Downtown,7/21/21,0000,Vandalism,Vandalism,7/21/21,1,2021
Property,Downtown,11/19/21,1823,Larceny Offenses,All Other Larceny,11/24/21,1,2021
Property,Downtown,6/3/21,1520,Larceny Offenses,Theft From Motor Vehicle,6/3/21,1,2021
Property,Downtown,6/21/21,1500,Burglary,Burglary,6/22/21,1,2021
Property,Downtown,10/30/21,1130,Larceny Offenses,Pocket-Picking,10/30/21,1,2021
Property,Downtown,10/29/21,1800,Burglary,Burglary,11/1/21,1,2021
Property,Downtown,11/9/21,0502,Burglary,Burglary,11/9/21,1,2021
Property,Downtown,12/4/21,1647,Burglary,Burglary,12/7/21,1,2021
Property,Downtown,10/25/21,0540,Burglary,Burglary,10/26/21,1,2021
Property,Downtown,12/3/21,1800,Larceny Offenses,Theft From Building,12/6/21,1,2021
Property,Downtown,3/19/21,1015,Vandalism,Vandalism,3/19/21,1,2021
Property,Downtown,4/11/21,1512,Vandalism,Vandalism,4/11/21,1,2021
Person,Downtown,4/23/21,1537,Assault Offenses,Aggravated Assault,4/24/21,1,2021
Property,Downtown,5/22/21,2247,Vandalism,Vandalism,5/22/21,1,2021
Property,Downtown,5/25/21,2330,Vandalism,Vandalism,5/26/21,1,2021
Property,Downtown,4/2/21,1054,Motor Vehicle Theft,Motor Vehicle Theft,4/2/21,1,2021
Property,Downtown,4/27/21,1245,Vandalism,Vandalism,4/27/21,1,2021
Property,Downtown,5/2/21,0119,Fraud Offenses,False Pretenses/Swindle/Confidence Game,5/2/21,1,2021
Property,Downtown,10/24/21,1400,Burglary,Burglary,10/25/21,1,2021
Person,Downtown,11/8/21,2130,Assault Offenses,Intimidation,11/9/21,1,2021
Property,Downtown,1/27/21,1233,Larceny Offenses,Theft From Building,1/27/21,1,2021
Property,Downtown,4/2/21,2035,Fraud Offenses,False Pretenses/Swindle/Confidence Game,4/14/21,1,2021
Property,Downtown,10/10/21,0104,Larceny Offenses,All Other Larceny,12/7/21,1,2021
Property,Downtown,8/9/21,1941,Burglary,Burglary,8/9/21,1,2021
Property,Downtown,9/20/21,0959,Burglary,Burglary,9/20/21,1,2021
Property,Downtown,2/18/21,0137,Vandalism,Vandalism,2/18/21,1,2021
Property,Downtown,5/2/21,1434,Larceny Offenses,Shoplifting,5/2/21,1,2021
Property,Downtown,7/11/21,1140,Larceny Offenses,Shoplifting,7/11/21,1,2021
Property,Downtown,7/23/21,1400,Larceny Offenses,Shoplifting,7/23/21,1,2021
Property,Downtown,7/29/21,1010,Robbery,Robbery,7/29/21,1,2021
Property,Downtown,8/6/21,1001,Vandalism,Vandalism,8/6/21,1,2021
Property,Downtown,10/7/21,0351,Burglary,Burglary,10/7/21,1,2021
Property,Downtown,10/22/21,0512,Burglary,Burglary,10/22/21,1,2021
Person,Downtown,12/21/21,1105,Assault Offenses,Aggravated Assault,12/21/21,1,2021
Person,Downtown,5/11/21,0809,Assault Offenses,Aggravated Assault,5/11/21,1,2021
Person,Downtown,5/14/21,1230,Assault Offenses,Simple Assault,5/20/21,1,2021
Property,Downtown,8/7/21,2130,Motor Vehicle Theft,Motor Vehicle Theft,8/11/21,1,2021
Property,Downtown,11/21/21,0705,Vandalism,Vandalism,11/21/21,1,2021
Property,Downtown,3/11/21,1445,Vandalism,Vandalism,3/11/21,1,2021
Society,Downtown,4/12/21,1046,Weapon Law Violations,Weapons Law Violations,4/12/21,1,2021
Person,Downtown,1/13/21,1234,Assault Offenses,Intimidation,1/13/21,1,2021
Property,Downtown,5/25/21,2330,Vandalism,Vandalism,5/26/21,1,2021
Property,Downtown,10/13/21,0816,Vandalism,Vandalism,10/13/21,1,2021
Person,Downtown,12/16/21,0927,Assault Offenses,Intimidation,12/16/21,5,2021
Property,Downtown,1/4/21,0800,Vandalism,Vandalism,4/6/21,1,2021
Property,Downtown,10/1/21,2145,Arson,Arson,10/4/21,1,2021
Person,Downtown,11/19/21,2228,Assault Offenses,Intimidation,11/19/21,1,2021
Property,Downtown,5/1/21,2000,Vandalism,Vandalism,5/6/21,1,2021
Person,Downtown,6/20/21,2336,Assault Offenses,Intimidation,6/21/21,1,2021
Person,Downtown,12/1/21,1416,Assault Offenses,Simple Assault,12/1/21,1,2021
Property,Downtown,2/2/21,1720,Fraud Offenses,Identity Theft,2/2/21,1,2021
Property,Downtown,4/10/21,0440,Burglary,Burglary,4/10/21,1,2021
Property,Downtown,5/11/21,1135,Vandalism,Vandalism,5/11/21,1,2021
Property,Downtown,5/25/21,2330,Vandalism,Vandalism,5/26/21,1,2021
Property,Downtown,10/2/21,1300,Larceny Offenses,Theft From Motor Vehicle,10/3/21,1,2021
Property,Downtown,10/2/21,1300,Vandalism,Vandalism,10/3/21,1,2021
Property,Downtown,3/10/21,1535,Vandalism,Vandalism,3/10/21,1,2021
Property,Downtown,4/16/21,2157,Vandalism,Vandalism,4/16/21,1,2021
Property,Downtown,3/6/21,0256,Burglary,Burglary,3/6/21,1,2021
Society,Downtown,7/3/21,2342,Weapon Law Violations,Weapons Law Violations,7/4/21,1,2021
Property,Downtown,6/5/21,0000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,7/22/21,1,2021
Property,Downtown,3/20/21,0411,Burglary,Burglary,3/20/21,1,2021
Property,Downtown,3/19/21,0400,Burglary,Burglary,3/20/21,1,2021
Property,Downtown,3/20/21,1217,Burglary,Burglary,3/20/21,1,2021
Property,Downtown,4/22/21,1830,Larceny Offenses,Theft From Building,4/23/21,1,2021
Property,Downtown,5/1/21,1707,Burglary,Burglary,5/3/21,1,2021
Person,Downtown,6/1/21,1040,Assault Offenses,Intimidation,6/1/21,1,2021
Property,Downtown,7/9/21,0000,Larceny Offenses,Theft From Motor Vehicle,7/9/21,1,2021
Property,Downtown,7/28/21,2308,Vandalism,Vandalism,7/28/21,1,2021
Property,Downtown,8/9/21,0200,Vandalism,Vandalism,8/9/21,1,2021
Property,Downtown,9/21/21,1900,Motor Vehicle Theft,Motor Vehicle Theft,9/22/21,1,2021
Person,Downtown,9/30/21,1753,Assault Offenses,Aggravated Assault,9/30/21,1,2021
Property,Downtown,9/30/21,1753,Vandalism,Vandalism,9/30/21,1,2021
Person,Downtown,9/30/21,2128,Assault Offenses,Aggravated Assault,9/30/21,1,2021
Property,Downtown,10/5/21,1818,Vandalism,Vandalism,10/5/21,1,2021
Property,Downtown,11/3/21,2200,Larceny Offenses,Theft From Motor Vehicle,11/4/21,1,2021
Property,Downtown,11/9/21,1800,Motor Vehicle Theft,Motor Vehicle Theft,11/10/21,1,2021
Property,Downtown,10/15/21,2000,Motor Vehicle Theft,Motor Vehicle Theft,11/23/21,1,2021
Property,Downtown,12/31/20,1302,Larceny Offenses,Theft From Building,1/2/21,1,2021
Property,Downtown,11/28/20,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1/27/21,1,2021
Property,Downtown,5/1/21,0530,Larceny Offenses,Theft From Motor Vehicle,5/1/21,1,2021
Property,Downtown,5/18/21,1800,Larceny Offenses,Theft From Motor Vehicle,5/19/21,1,2021
Property,Downtown,6/5/21,1340,Larceny Offenses,All Other Larceny,6/19/21,1,2021
Property,Downtown,6/17/21,0925,Fraud Offenses,False Pretenses/Swindle/Confidence Game,7/7/21,1,2021
Property,Downtown,10/6/21,1800,Vandalism,Vandalism,10/7/21,1,2021
Property,Downtown,10/22/21,1125,Fraud Offenses,False Pretenses/Swindle/Confidence Game,10/23/21,1,2021
Property,Downtown,11/7/21,1730,Vandalism,Vandalism,11/8/21,1,2021
Person,Downtown,1/7/21,1227,Assault Offenses,Simple Assault,1/7/21,2,2021
Property,Downtown,4/10/21,0053,Burglary,Burglary,4/10/21,1,2021
Person,Downtown,8/27/21,1641,Assault Offenses,Simple Assault,9/10/21,1,2021
Property,Downtown,9/15/21,2130,Burglary,Burglary,9/16/21,1,2021
Property,Downtown,1/11/21,2100,Vandalism,Vandalism,1/13/21,1,2021
Property,Downtown,7/27/21,1345,Larceny Offenses,Theft From Motor Vehicle,7/27/21,1,2021
Property,Downtown,1/21/21,1248,Vandalism,Vandalism,1/21/21,1,2021
Property,Downtown,6/28/21,1404,Arson,Arson,6/28/21,1,2021
Property,Downtown,8/10/21,0047,Burglary,Burglary,8/10/21,1,2021
Property,Downtown,12/26/21,1354,Larceny Offenses,All Other Larceny,12/26/21,1,2021
Property,Downtown,10/22/21,0600,Larceny Offenses,Theft From Motor Vehicle,10/22/21,1,2021
Property,Downtown,5/13/21,1230,Vandalism,Vandalism,5/13/21,1,2021
Property,Downtown,12/18/21,2216,Motor Vehicle Theft,Motor Vehicle Theft,12/18/21,1,2021
Property,Downtown,3/9/21,2345,Larceny Offenses,Theft From Motor Vehicle,3/10/21,1,2021
Property,Downtown,5/28/21,1630,Larceny Offenses,All Other Larceny,6/2/21,1,2021
Property,Downtown,11/13/21,1700,Larceny Offenses,All Other Larceny,11/16/21,1,2021
Property,Downtown,11/16/21,1730,Larceny Offenses,Theft From Building,11/17/21,1,2021
Property,Downtown,1/29/21,1431,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1/29/21,1,2021
Property,Downtown,3/27/21,1300,Larceny Offenses,Theft From Building,3/29/21,1,2021
Person,Downtown,4/4/21,0834,Assault Offenses,Aggravated Assault,4/4/21,1,2021
Society,Downtown,4/4/21,0834,Weapon Law Violations,Weapons Law Violations,4/4/21,1,2021
Property,Downtown,4/19/21,2100,Vandalism,Vandalism,4/21/21,1,2021
Property,Downtown,7/24/21,1800,Motor Vehicle Theft,Motor Vehicle Theft,8/11/21,1,2021
Property,Downtown,9/24/21,1527,Robbery,Robbery,9/24/21,1,2021
Person,Downtown,9/29/21,1053,Assault Offenses,Simple Assault,9/29/21,1,2021
Person,Downtown,10/5/21,0956,Assault Offenses,Aggravated Assault,10/5/21,1,2021
Person,Downtown,10/24/21,1852,Assault Offenses,Simple Assault,10/24/21,1,2021
Property,Downtown,5/9/21,0950,Larceny Offenses,Theft From Building,5/9/21,1,2021
Property,Downtown,1/26/21,0400,Motor Vehicle Theft,Motor Vehicle Theft,1/29/21,1,2021
Person,Downtown,2/25/21,2211,Assault Offenses,Aggravated Assault,2/25/21,1,2021
Person,Downtown,2/26/21,0130,Assault Offenses,Simple Assault,2/26/21,1,2021
Property,Downtown,3/9/21,1015,Motor Vehicle Theft,Motor Vehicle Theft,3/9/21,1,2021
Property,Downtown,3/16/21,0130,Vandalism,Vandalism,3/16/21,1,2021
Property,Downtown,4/6/21,1140,Robbery,Robbery,4/6/21,1,2021
Property,Downtown,4/14/21,1502,Larceny Offenses,Pocket-Picking,4/14/21,1,2021
Property,Downtown,4/20/21,0235,Vandalism,Vandalism,4/20/21,1,2021
Person,Downtown,5/31/21,1249,Assault Offenses,Aggravated Assault,5/31/21,2,2021
Person,Downtown,6/6/21,2215,Assault Offenses,Simple Assault,6/6/21,1,2021
Person,Downtown,8/1/21,1020,Assault Offenses,Simple Assault,8/1/21,1,2021
Society,Downtown,8/26/21,2046,Pornography/Obscene Material,Pornography/Obscene Material,8/26/21,1,2021
Property,Downtown,8/24/21,0001,Larceny Offenses,All Other Larceny,8/31/21,1,2021
Person,Downtown,11/23/21,1450,Assault Offenses,Simple Assault,11/23/21,1,2021
Property,Downtown,2/24/21,0358,Burglary,Burglary,2/24/21,1,2021
Property,Downtown,3/7/21,0150,Vandalism,Vandalism,3/7/21,1,2021
Property,Downtown,7/8/21,1835,Larceny Offenses,Shoplifting,7/8/21,1,2021
Property,Downtown,10/4/21,0630,Burglary,Burglary,10/6/21,1,2021
Property,Downtown,10/19/21,0640,Vandalism,Vandalism,10/19/21,1,2021
Property,Downtown,11/17/21,0815,Vandalism,Vandalism,11/17/21,1,2021
Property,Downtown,2/19/21,1700,Vandalism,Vandalism,2/23/21,1,2021
Property,Downtown,4/29/21,0751,Burglary,Burglary,4/29/21,1,2021
Person,Downtown,12/1/21,1215,Assault Offenses,Aggravated Assault,12/1/21,2,2021
Property,Downtown,1/1/21,1700,Burglary,Burglary,1/1/21,1,2021
Property,Downtown,6/17/21,0630,Vandalism,Vandalism,6/17/21,1,2021
Property,Downtown,9/15/21,2300,Larceny Offenses,All Other Larceny,10/1/21,1,2021
Property,Downtown,9/30/21,2300,Larceny Offenses,All Other Larceny,10/1/21,1,2021
Property,Downtown,11/4/21,0910,Counterfeiting/Forgery,Counterfeiting/Forgery,11/5/21,1,2021
Property,Downtown,11/17/21,1530,Larceny Offenses,Theft From Motor Vehicle,11/22/21,1,2021
Property,Downtown,9/19/21,2200,Vandalism,Vandalism,9/20/21,1,2021
Property,Downtown,10/16/21,0200,Vandalism,Vandalism,10/16/21,1,2021
Property,Downtown,8/18/21,1400,Larceny Offenses,Theft From Building,8/21/21,1,2021
Property,Downtown,9/9/21,0845,Vandalism,Vandalism,9/9/21,1,2021
Property,Downtown,9/18/21,0355,Vandalism,Vandalism,9/21/21,1,2021
Person,Downtown,4/20/21,0958,Assault Offenses,Aggravated Assault,4/20/21,1,2021
Society,Downtown,4/20/21,0958,Weapon Law Violations,Weapons Law Violations,4/20/21,1,2021
Property,Downtown,4/16/21,2100,Vandalism,Vandalism,4/20/21,1,2021
Property,Downtown,6/19/21,2231,Larceny Offenses,All Other Larceny,6/19/21,1,2021
Property,Downtown,7/19/21,1359,Vandalism,Vandalism,7/20/21,1,2021
Property,Downtown,11/15/21,0700,Vandalism,Vandalism,11/15/21,1,2021
Property,Downtown,4/16/21,2157,Vandalism,Vandalism,4/16/21,1,2021
Property,Downtown,1/20/21,0307,Larceny Offenses,All Other Larceny,1/20/21,1,2021
Property,Downtown,5/19/21,1327,Vandalism,Vandalism,5/20/21,1,2021
Property,Downtown,6/19/21,2222,Larceny Offenses,All Other Larceny,6/20/21,1,2021
Property,Downtown,8/28/21,2053,Larceny Offenses,All Other Larceny,8/29/21,1,2021
Property,Downtown,9/11/21,1500,Larceny Offenses,All Other Larceny,9/11/21,1,2021
Property,Downtown,9/25/21,2030,Larceny Offenses,All Other Larceny,9/27/21,1,2021
Property,Downtown,4/23/21,1357,Larceny Offenses,All Other Larceny,4/23/21,1,2021
Person,Downtown,4/6/21,1130,Assault Offenses,Simple Assault,4/30/21,1,2021
Person,Downtown,7/27/21,2216,Assault Offenses,Simple Assault,7/27/21,1,2021
Property,Downtown,8/16/21,1204,Burglary,Burglary,8/16/21,1,2021
Person,Downtown,11/12/21,2330,Assault Offenses,Simple Assault,11/17/21,1,2021
Property,Downtown,11/12/21,2330,Vandalism,Vandalism,11/17/21,1,2021
Property,Downtown,12/31/21,0300,Larceny Offenses,All Other Larceny,12/31/21,1,2021
Property,Downtown,5/14/21,0000,Larceny Offenses,Theft From Building,5/17/21,1,2021
Property,Downtown,7/27/21,0830,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,7/27/21,1,2021
Property,Downtown,8/16/21,1111,Vandalism,Vandalism,8/17/21,1,2021
Property,Downtown,8/19/21,1631,Larceny Offenses,Theft From Motor Vehicle,8/20/21,1,2021
Property,Downtown,11/15/21,1155,Vandalism,Vandalism,11/17/21,1,2021
Property,Downtown,12/17/21,0930,Larceny Offenses,Theft From Building,12/21/21,1,2021
Property,Downtown,12/11/21,1100,Larceny Offenses,Theft From Motor Vehicle,12/29/21,1,2021
Property,Downtown,1/26/21,0900,Counterfeiting/Forgery,Counterfeiting/Forgery,1/29/21,1,2021
Property,Downtown,2/7/21,1734,Fraud Offenses,False Pretenses/Swindle/Confidence Game,2/25/21,1,2021
Property,Downtown,8/6/21,1050,Fraud Offenses,Identity Theft,8/21/21,1,2021
Property,Downtown,10/4/21,0700,Counterfeiting/Forgery,Counterfeiting/Forgery,10/7/21,1,2021
Property,Downtown,10/13/21,0700,Counterfeiting/Forgery,Counterfeiting/Forgery,12/5/21,1,2021
Property,Downtown,9/25/21,1600,Larceny Offenses,All Other Larceny,10/10/21,1,2021
Property,Downtown,11/30/21,0730,Larceny Offenses,All Other Larceny,12/2/21,1,2021
Property,Downtown,9/18/21,2030,Larceny Offenses,Theft From Motor Vehicle,10/5/21,1,2021
Property,Downtown,10/16/21,1200,Vandalism,Vandalism,11/1/21,1,2021
Property,Downtown,11/1/21,1335,Vandalism,Vandalism,11/5/21,1,2021
Property,Downtown,2/4/21,0945,Larceny Offenses,Shoplifting,2/4/21,1,2021
Property,Downtown,2/8/21,1809,Burglary,Burglary,2/8/21,1,2021
Property,Downtown,2/8/21,1809,Vandalism,Vandalism,2/8/21,1,2021
Property,Downtown,2/12/21,2309,Vandalism,Vandalism,2/12/21,1,2021
Property,Downtown,5/1/21,2314,Vandalism,Vandalism,5/2/21,1,2021
Property,Downtown,5/2/21,0645,Vandalism,Vandalism,5/2/21,1,2021
Property,Downtown,5/25/21,2330,Vandalism,Vandalism,5/26/21,1,2021
Property,Downtown,11/2/21,1145,Larceny Offenses,Shoplifting,11/2/21,1,2021
Property,Downtown,2/20/21,1640,Larceny Offenses,All Other Larceny,2/22/21,1,2021
Property,Downtown,6/11/21,2302,Larceny Offenses,All Other Larceny,6/16/21,1,2021
Property,Downtown,7/28/21,1040,Larceny Offenses,Theft From Building,7/28/21,1,2021
Property,Downtown,10/16/21,1500,Larceny Offenses,Theft From Motor Vehicle,10/19/21,1,2021
Property,Downtown,10/30/21,1635,Fraud Offenses,False Pretenses/Swindle/Confidence Game,11/1/21,1,2021
Property,Downtown,12/3/21,0732,Fraud Offenses,False Pretenses/Swindle/Confidence Game,12/6/21,1,2021
Property,Downtown,8/28/21,1513,Larceny Offenses,All Other Larceny,8/28/21,1,2021
Person,Downtown,5/5/21,0826,Assault Offenses,Simple Assault,5/5/21,1,2021
Person,Downtown,10/1/21,2158,Assault Offenses,Simple Assault,10/1/21,1,2021
Property,Downtown,11/11/21,1631,Vandalism,Vandalism,11/11/21,1,2021
Society,Downtown,11/11/21,1631,Weapon Law Violations,Weapons Law Violations,11/11/21,1,2021
Property,Downtown,6/7/21,0130,Vandalism,Vandalism,6/11/21,1,2021
Property,Downtown,12/17/20,1200,Counterfeiting/Forgery,Counterfeiting/Forgery,1/28/21,1,2021
Property,Downtown,12/17/20,1200,Fraud Offenses,Hacking/Computer Invasion,1/28/21,1,2021
Property,Downtown,12/17/20,1200,Fraud Offenses,Identity Theft,1/28/21,1,2021
Property,Downtown,9/16/21,1300,Larceny Offenses,All Other Larceny,9/17/21,1,2021
Person,Downtown,4/1/21,2308,Assault Offenses,Simple Assault,4/2/21,1,2021
Property,Downtown,5/31/21,2130,Motor Vehicle Theft,Motor Vehicle Theft,6/1/21,1,2021
Property,Downtown,6/5/21,2300,Larceny Offenses,Theft From Motor Vehicle,6/6/21,1,2021
Property,Downtown,7/28/21,2100,Larceny Offenses,Theft From Motor Vehicle,7/29/21,1,2021
Property,Downtown,12/3/21,0000,Vandalism,Vandalism,12/3/21,1,2021
Property,Downtown,3/1/21,1600,Fraud Offenses,False Pretenses/Swindle/Confidence Game,3/2/21,1,2021
Property,Downtown,1/9/21,0800,Larceny Offenses,Shoplifting,1/9/21,1,2021
Property,Downtown,2/1/21,0751,Larceny Offenses,Theft From Building,2/1/21,1,2021
Property,Downtown,2/6/21,1400,Vandalism,Vandalism,2/6/21,1,2021
Person,Downtown,2/27/21,1314,Assault Offenses,Simple Assault,2/27/21,1,2021
Property,Downtown,3/19/21,0853,Burglary,Burglary,3/19/21,1,2021
Property,Downtown,3/23/21,1120,Motor Vehicle Theft,Motor Vehicle Theft,3/23/21,1,2021
Property,Downtown,4/16/21,1539,Larceny Offenses,Shoplifting,4/16/21,1,2021
Property,Downtown,4/16/21,0900,Larceny Offenses,Shoplifting,4/20/21,1,2021
Person,Downtown,4/29/21,2152,Assault Offenses,Aggravated Assault,4/29/21,2,2021
Person,Downtown,5/5/21,0024,Assault Offenses,Aggravated Assault,5/5/21,1,2021
Property,Downtown,5/5/21,0024,Burglary,Burglary,5/5/21,1,2021
Property,Downtown,5/25/21,2340,Vandalism,Vandalism,5/25/21,1,2021
Person,Downtown,7/3/21,1923,Assault Offenses,Simple Assault,7/3/21,1,2021
Person,Downtown,7/14/21,2339,Assault Offenses,Simple Assault,7/14/21,1,2021
Property,Downtown,7/24/21,2325,Robbery,Robbery,7/24/21,1,2021
Person,Downtown,9/17/21,2210,Assault Offenses,Simple Assault,9/18/21,1,2021
Person,Downtown,10/7/21,0216,Assault Offenses,Simple Assault,10/7/21,1,2021
Person,Downtown,11/2/21,0731,Assault Offenses,Simple Assault,11/2/21,1,2021
Property,Downtown,11/3/21,1900,Larceny Offenses,Purse-Snatching,11/3/21,1,2021
Property,Downtown,11/2/21,0043,Larceny Offenses,All Other Larceny,11/23/21,1,2021
Property,Downtown,2/6/21,1507,Vandalism,Vandalism,2/6/21,1,2021
Property,Downtown,7/26/21,2317,Burglary,Burglary,7/27/21,1,2021
Property,Downtown,10/25/21,1225,Burglary,Burglary,10/25/21,1,2021
Property,Downtown,7/29/21,0900,Vandalism,Vandalism,7/30/21,1,2021
Property,Downtown,5/17/21,0000,Counterfeiting/Forgery,Counterfeiting/Forgery,5/20/21,1,2021
Property,Downtown,5/17/21,0000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,5/20/21,1,2021
Property,Downtown,10/24/21,1333,Burglary,Burglary,10/24/21,1,2021
Property,Downtown,10/1/21,1700,Vandalism,Vandalism,10/7/21,1,2021
Person,Downtown,1/22/21,2231,Assault Offenses,Simple Assault,1/22/21,1,2021
Property,Downtown,4/16/21,2100,Vandalism,Vandalism,4/20/21,1,2021
Property,Downtown,8/29/21,1737,Burglary,Burglary,8/29/21,1,2021
Property,Downtown,8/29/21,1737,Larceny Offenses,All Other Larceny,8/29/21,1,2021
Property,Downtown,8/27/21,0800,Burglary,Burglary,11/26/21,1,2021
Property,Downtown,12/2/21,2200,Larceny Offenses,Theft From Motor Vehicle,12/3/21,1,2021
Property,Downtown,1/1/21,0030,Larceny Offenses,Theft From Motor Vehicle,4/6/21,1,2021
Property,Downtown,4/8/21,1115,Burglary,Burglary,4/23/21,1,2021
Property,Downtown,6/14/21,1605,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,6/14/21,1,2021
Property,Downtown,6/19/21,2355,Larceny Offenses,Theft From Motor Vehicle,6/22/21,1,2021
Property,Downtown,8/21/21,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,8/25/21,1,2021
